Title,Year,Acronym
A flexible method for software effort estimation by analogy,2006,ESE
Static test case prioritization using topic models,2012,ESE
On the pragmatic design of literature studies in software engineering: an experience-based guideline,2017,ESE
Fuzzy grey relational analysis for software effort estimation,2009,ESE
Towards a decision-making structure for selecting a research design in empirical software engineering,2014,ESE
Predictors of well-being and productivity among software professionals during the COVID-19 pandemic ’a longitudinal study,2021,ESE
Realizing quality improvement through test driven development: results and experiences of four industrial teams,2008,ESE
Integrating agile software development into stage-gate managed product development,2006,ESE
Automated prediction of bug report priority using multi-factor analysis,2014,ESE
An empirically based terminology and taxonomy for global software engineering,2012,ESE
Knowledge-Sharing Issues in Experimental Software Engineering,2004,ESE
Reengineering legacy applications into software product lines: a systematic mapping,2017,ESE
On the effectiveness of early life cycle defect prediction with Bayesian Nets,2008,ESE
How developers engage with static analysis tools in different contexts,2019,ESE
Automated bug assignment: Ensemble-based machine learning in large scale industrial contexts,2015,ESE
The impact of identifier style on effort and comprehension,2012,ESE
Test case selection and prioritization using machine learning: a systematic literature review,2021,ESE
Measuring and modeling programming experience,2013,ESE
Exploring the costs of technical debt management ’a case study,2014,ESE
Studying re-opened bugs in open source software,2012,ESE
Towards understanding and detecting fake reviews in app stores,2019,ESE
Evaluating guidelines for reporting empirical software engineering studies,2007,ESE
Understanding the Influence of User Participation and Involvement on System Success ’a Systematic Mapping Study,2013,ESE
An empirical study of the state of the practice and acceptance of model-driven engineering in four industrial cases,2012,ESE
How the Apache community upgrades dependencies: an evolutionary study,2014,ESE
Empirical assessment of machine learning-based malware detectors for Android,2014,ESE
Perceived diversity in software engineering: a systematic literature review,2021,ESE
"Detection, assessment and mitigation of vulnerabilities in open source dependencies",2020,ESE
Inferring extended finite state machine models from software executions,2015,ESE
How do developers utilize source code from stack overflow?,2018,ESE
Mining software repair models for reasoning on the search space of automated program fixing,2013,ESE
Revisiting supervised and unsupervised models for effort-aware just-in-time defect prediction,2018,ESE
Clones: what is that smell?,2011,ESE
Program comprehension of domain-specific and general-purpose languages: comparison using a family of experiments,2011,ESE
Comparing the effectiveness of several modeling methods for fault prediction,2009,ESE
An empirical study of game reviews on the Steam platform,2018,ESE
On the dataset shift problem in software engineering prediction models,2011,ESE
Characterizing logging practices in Java-based open source software projects ’a replication study in Apache Software Foundation,2016,ESE
Why and how developers fork what from whom in GitHub,2016,ESE
A comparison of code similarity analysers,2017,ESE
A Survey of Documentation Practice within Corrective Maintenance,2004,ESE
An experimental investigation of personality types impact on pair effectiveness in pair programming,2008,ESE
When Software Engineers Met Research Scientists: A Case Study,2005,ESE
Towards building a universal defect prediction model with rank transformed predictors,2015,ESE
Achieving scalable mutation-based generation of whole test suites,2014,ESE
A checklist for integrating student empirical studies with research and teaching goals,2009,ESE
Review participation in modern code review,2016,ESE
Linguistic antipatterns: what they are and how developers perceive them,2015,ESE
A teamwork effectiveness model for agile software development,2022,ESE
Challenges and practices in aligning requirements with verification and validation: a case study of six companies,2013,ESE
Refining the systematic literature review process—two participant-observer case studies,2010,ESE
On rapid releases and software testing: a case study and a semi-systematic literature review,2014,ESE
An evaluation of combination strategies for test case selection,2006,ESE
Distributed agile: project management in a global environment,2009,ESE
Empirical studies in reverse engineering: state of the art and future trends,2007,ESE
Special issue on repeatable results in software engineering prediction,2012,ESE
A Controlled Experiment Comparing the Maintainability of Programs Designed with and without Design Patterns—A Replication in a Real Programming Environment,2004,ESE
Which log level should developers choose for a new logging statement?,2016,ESE
A multi-view context-aware approach to Android malware detection and malicious code localization,2017,ESE
StateAFL: Greybox fuzzing for stateful network servers,2022,ESE
A practical guide on conducting eye tracking studies in software engineering,2020,ESE
Fostering effective inter-team knowledge sharing in agile software development,2014,ESE
Automating extract class refactoring: an improved method and its evaluation,2013,ESE
Investigating technical and non-technical factors influencing modern code review,2015,ESE
Software engineering in start-up companies: An analysis of 88 experience reports,2018,ESE
How product owner teams scale agile methods to large distributed enterprises,2014,ESE
Improving automated requirements trace retrieval: a study of term-based enhancement methods,2009,ESE
An empirical study of cycles among classes in Java,2007,ESE
On the reproducibility of empirical software engineering studies based on data retrieved from development repositories,2011,ESE
Philips experiences in global distributed software development,2007,ESE
Catalog of energy patterns for mobile applications,2019,ESE
Replication of empirical studies in software engineering research: a systematic mapping study,2012,ESE
Cooperative method development,2007,ESE
Macro-level software evolution: a case study of a large software compilation,2008,ESE
Empirical evidence on the link between object-oriented measures and external quality attributes: a systematic literature review,2014,ESE
Gender differences in participation and reward on Stack Overflow,2019,ESE
UML model refactoring: a systematic literature review,2013,ESE
The role of replications in empirical software engineering—a word of warning,2008,ESE
Prioritizing JUnit Test Cases: An Empirical Assessment and Cost-Benefits Analysis,2006,ESE
Data-efficient performance learning for configurable systems,2017,ESE
Pair-wise comparisons versus planning game partitioning—experiments on requirements prioritisation techniques,2006,ESE
On using machine learning to automatically classify software applications into domain categories,2012,ESE
“Failures’to be celebrated: an analysis of major pivots of software startups,2016,ESE
The impact of feature reduction techniques on defect prediction models,2019,ESE
Mining non-functional requirements from App store reviews,2019,ESE
1600 faults in 100 projects: automatically finding faults while achieving high coverage with EvoSuite,2013,ESE
Managing the requirements flow from strategy to release in large-scale agile development: a case study at Ericsson,2017,ESE
Examining the stability of logging statements,2017,ESE
Studying the dialogue between users and developers of free apps in the Google Play Store,2017,ESE
"Integrating information retrieval, execution and link analysis algorithms to improve feature location in software",2012,ESE
On the relative value of data resampling approaches for software defect prediction,2018,ESE
Do background colors improve program comprehension in the #ifdef hell?,2012,ESE
Transfer learning in effort estimation,2014,ESE
Analyzing and mining a code search engine usage log,2010,ESE
A detailed investigation of the effectiveness of whole test suite generation,2016,ESE
Studying software logging using topic models,2018,ESE
"Understanding the motivations, challenges and needs of Blockchain software developers: a survey",2019,ESE
Is GitHub’s Copilot as bad as humans at introducing vulnerabilities in code?,2023,ESE
Configuring latent Dirichlet allocation based feature location,2012,ESE
A contextual approach towards more accurate duplicate bug report detection and ranking,2015,ESE
Do developers benefit from requirements traceability when evolving and maintaining a software system?,2014,ESE
Strengths and barriers behind the successful agile deployment—insights from the three software intensive companies in Finland,2011,ESE
On the use of many quality attributes for software refactoring: a many-objective search-based software engineering approach,2015,ESE
The ability of object-oriented metrics to predict change-proneness: a meta-analysis,2011,ESE
A study of the non-linear adjustment for analogy based software cost estimation,2009,ESE
On the variation and specialisation of workload—A case study of the Gnome ecosystem community,2013,ESE
What do Programmers Discuss about Deep Learning Frameworks,2020,ESE
Using tabu search to configure support vector regression for effort estimation,2011,ESE
Open innovation in software engineering: a systematic mapping study,2015,ESE
An empirical analysis of information retrieval based concept location techniques in software comprehension,2008,ESE
AI lifecycle models need to be revised,2021,ESE
Enjoy your observability: an industrial survey of microservice tracing and analysis,2021,ESE
Detecting requirements defects with NLP patterns: an industrial experience in the railway domain,2018,ESE
Balancing the trade-off between accuracy and interpretability in software defect prediction,2018,ESE
An empirical study on the impact of static typing on software maintainability,2013,ESE
An empirical study of fine-grained software modifications,2006,ESE
Learning to rank code examples for code search engines,2016,ESE
The state of adoption and the challenges of systematic variability management in industry,2020,ESE
Promises and challenges of microservices: an exploratory study,2021,ESE
Assessing IR-based traceability recovery tools through controlled experiments,2008,ESE
Investigating the effects of personality traits on pair programming in a higher education setting through a family of experiments,2012,ESE
From Aristotle to Ringelmann: a large-scale analysis of team productivity and coordination in Open Source Software projects,2015,ESE
App store mining is not enough for app improvement,2018,ESE
"The who, what, how of software engineering research: a socio-technical framework",2020,ESE
Topic modeling in software engineering research,2021,ESE
The practitioners’point of view on the concept of technical debt and its causes and consequences: a design for a global family of industrial surveys and its first results from Brazil,2020,ESE
Calculation and optimization of thresholds for sets of software metrics,2011,ESE
Studying the relationship between logging characteristics and the code quality of platform software,2013,ESE
Experiences from introducing UML-based development in a large safety-critical project,2006,ESE
A study of the bi-objective next release problem,2010,ESE
Finding better active learners for faster literature reviews,2018,ESE
Analysing app reviews for software engineering: a systematic literature review,2022,ESE
A Characterisation Schema for Software Testing Techniques,2005,ESE
Preprocessor-based variability in open-source and industrial software systems: An empirical study,2015,ESE
Integrating conceptual and logical couplings for change impact analysis in software,2012,ESE
Code smells for Model-View-Controller architectures,2017,ESE
"Test them all, is it worth it? Assessing configuration sampling on the JHipster Web development stack",2018,ESE
The impact of tangled code changes on defect prediction models,2015,ESE
Replications of software engineering experiments,2013,ESE
The role of non-exact replications in software engineering experiments,2010,ESE
EnTagRec ++: An enhanced tag recommendation system for software information sites,2017,ESE
An empirical characterization of bad practices in continuous integration,2020,ESE
Green mining: a methodology of relating software change and configuration to power consumption,2013,ESE
A family of experiments to assess the effectiveness and efficiency of source code obfuscation techniques,2013,ESE
Towards just-in-time suggestions for log changes,2016,ESE
Empirical evaluation of clone detection using syntax suffix trees,2008,ESE
Analysis of attribute weighting heuristics for analogy-based software effort estimation method AQUA+,2007,ESE
A comprehensive study of bloated dependencies in the Maven ecosystem,2021,ESE
The impact of automated feature selection techniques on the interpretation of defect models,2020,ESE
Understanding and improving the quality and reproducibility of Jupyter notebooks,2021,ESE
Multi-objective ant colony optimization for requirements selection,2013,ESE
Using structural and semantic measures to improve software modularization,2012,ESE
An empirical study for software change prediction using imbalanced data,2017,ESE
Building measure-based prediction models for UML class diagram maintainability,2007,ESE
An empirical study of the long duration of continuous integration builds,2019,ESE
"Out of sight, out of mind? How vulnerable dependencies affect open-source projects",2021,ESE
Theory of relative defect proneness,2008,ESE
The evolution of Java build systems,2011,ESE
Overfitting in semantics-based automated program repair,2018,ESE
From offshore outsourcing to insourcing and partnerships: four failed outsourcing attempts,2013,ESE
Early prediction of merged code changes to prioritize reviewing tasks,2018,ESE
Perspective-Based Reading: A Replicated Experiment Focused on Individual Reviewer Effectiveness,2006,ESE
Global vs. local models for cross-project defect prediction,2016,ESE
How bugs are born: a model to identify how bugs are introduced in software components,2020,ESE
